날짜,평균기온,최저기온,최고기온,강수량,습도,요일,일조 시간,일출시간,전기 사용량
2019.5.1,16.4,11.2,22.2,0,48.9,2,10.9,5:38,24.533
2019.5.2,17.1,10.6,25.3,0,28.5,3,12.7,5:37,23.807
2019.5.3,17.9,10.1,26.1,0,37.5,4,12.4,5:35,23.758
2019.5.4,19.5,12,27.4,0,40.4,5,10.7,5:34,24.212
2019.5.5,19.2,13.6,26.5,0,35.8,6,11.1,5:33,23.973
2019.5.6,14.5,9.8,19.8,0,27.1,0,12.8,5:32,24.654
2019.5.7,15,8.4,21.9,0,33.4,1,12.9,5:31,23.951
2019.5.8,15.6,10.1,21.3,0,48.3,2,12.2,5:30,23.827
2019.5.9,16.6,11.7,22.9,0,43.3,3,12.1,5:29,23.882
2019.5.10,17.8,10.3,26.8,0,48,4,12.3,5:28,23.941
2019.5.11,20.3,13.2,28.3,0,39,5,12.7,5:27,24.805
2019.5.12,21.6,14.7,28.9,0,36,6,12,5:26,25.361
2019.5.13,18.7,15.5,22.8,0,43.4,0,1,5:25,24.667
2019.5.14,19.6,12.9,26.9,0,44.5,1,13,5:24,24.199
2019.5.15,20.7,14.8,28,0,48.1,2,8.4,5:23,24.515
2019.5.16,23.5,16.7,30,0,43.8,3,12.5,5:23,24.866
2019.5.17,23.6,17.6,28.3,0,44.9,4,4.2,5:22,25.326
2019.5.18,22.8,19.1,25.9,0,46.8,5,4.3,5:21,25.804
2019.5.19,19.4,17.9,21.6,22,93,6,0,5:20,26.782
2019.5.20,16.4,13,20.2,8.7,63.6,0,10.5,5:19,24.424
2019.5.21,17.2,11.7,23.8,0,52,1,13.1,5:19,23.728
2019.5.22,19.5,12.3,26.5,0,46,2,12.6,5:18,24.127
2019.5.23,22.1,15,29.2,0,45,3,13.2,5:17,24.378
2019.5.24,24.2,16.2,33.4,0,46.4,4,12.7,5:17,25.173
2019.5.25,23.4,18.4,28.6,0,45.6,5,7.1,5:16,26.038
2019.5.26,24.5,18.6,31.1,0,39,6,11,5:16,26.482
2019.5.27,17.8,14.3,22.3,7.1,80.9,0,0,5:15,25.414
2019.5.28,18.1,11.9,24.6,0,45.9,1,13,5:15,22.96
2019.5.29,20.3,13.3,26.5,0,48.4,2,13.3,5:14,23.64
2019.5.30,19.6,14.6,24.5,0,48,3,7,5:14,23.411
2019.5.31,19.1,16.1,23.3,0,49.6,4,12.3,5:13,22.28
2019.6.1,18.9,14.8,23.7,0,60.5,5,9.4,5:13,23.141
2019.6.2,21.1,14.1,27.8,0,42.1,6,13,5:12,24.293
2019.6.3,23.1,16,29.5,0,42.9,0,12.3,5:12,23.213
2019.6.4,22.6,17.6,29,0,56.4,1,12.8,5:12,23.63
2019.6.5,23,17.8,29.6,0,63.8,2,8.9,5:11,24.206
2019.6.6,21.2,18.6,25.1,7.9,75.9,3,0,5:11,26.337
2019.6.7,20,17,24.7,35.3,77.3,4,3.7,5:11,23.912
2019.6.8,21.9,16,27.6,0,57.5,5,9.3,5:11,22.86
2019.6.9,21.6,17.1,26.5,2.5,66.1,6,4.2,5:11,24.973
2019.6.10,18.4,15.7,21.9,9.5,70.3,0,0.6,5:10,23.971
2019.6.11,20.5,15.5,26.1,0,51.1,1,10.7,5:10,23.68
2019.6.12,21.5,16.1,26.4,0,57.1,2,13,5:10,24.13
2019.6.13,23,16.6,28.8,0,51.9,3,12.3,5:10,24.438
2019.6.14,23,19.1,28.4,0,54.8,4,6.1,5:10,24.705
2019.6.15,21.9,17.9,27.4,2.1,61.5,5,12.2,5:10,25.699
2019.6.16,22,16.1,27.2,0,55.4,6,11.1,5:10,26.436
2019.6.17,21.7,18.1,26.2,0,59.1,0,12.7,5:10,24.265
2019.6.18,20.8,17,24.8,13.8,78.6,1,2,5:10,24.842
2019.6.19,21.4,18.9,25.4,0.2,77.8,2,0.9,5:11,25.233
2019.6.20,22.7,19.8,27.8,0,70.6,3,6.9,5:11,24.755
2019.6.21,22.1,19.4,26.1,0.2,72.9,4,3.4,5:11,24.971
2019.6.22,24.2,17.7,30.6,0,42.3,5,13,5:11,25.627
2019.6.23,25,19.1,31,0,40.4,6,12.9,5:11,26.594
2019.6.24,25.2,20.9,30.9,0,46.9,0,13.6,5:12,26.066
2019.6.25,25.6,19.5,32.8,0,49.1,1,13.4,5:12,26.86
2019.6.26,25.5,20.7,29.5,0,52.6,2,1.1,5:12,26.767
2019.6.27,25.5,21.9,31.2,1.4,70.5,3,3.9,5:13,28.005
2019.6.28,24.7,22.3,29,0,67.3,4,2.4,5:13,28.382
2019.6.29,23.1,19.6,27.7,1.5,72,5,4.1,5:13,28.131
2019.6.30,23.9,20.9,28.5,0,73.5,6,5.2,5:14,28.903
2019.7.1,23.9,20.6,28.9,0,64.4,0,10.9,5:14,26.901
2019.7.2,24.4,20.8,30.1,0,63.5,1,11.9,5:15,26.922
2019.7.3,24.1,21.2,27.4,0,64.6,2,3.3,5:15,26.868
2019.7.4,25.4,20,32.8,0,59.6,3,12.7,5:16,27.479
2019.7.5,27.6,20.2,35,0,42.1,4,11.8,5:16,29.582
2019.7.6,29.7,24.6,36.1,0,40.9,5,11.8,5:17,33.478
2019.7.7,26.7,22.7,32.5,0,43.3,6,9.8,5:17,31.549
2019.7.8,25.1,21.2,31,0,46.6,0,9.3,5:18,28.392
2019.7.9,25,19.7,30,0,46.4,1,7.7,5:18,28.241
2019.7.10,22.7,19.3,27.3,8.5,64.1,2,3.1,5:19,27.057
2019.7.11,21.9,19.5,25.9,2.9,76.9,3,0,5:20,26.834
2019.7.12,23.6,20,28.7,0,65.5,4,7,5:20,26.754
2019.7.13,24.9,22.1,29.7,0,67.3,5,4.1,5:21,28.589
2019.7.14,25.9,21.2,31.6,0,64.6,6,7.8,5:22,30.68
2019.7.15,23.8,22.1,27.4,7.7,80,0,0.1,5:22,29.202
2019.7.16,24.7,21.4,28.8,6.3,79,1,4,5:23,28.908
2019.7.17,25.6,22.3,29.2,0.7,73.9,2,1,5:24,30.217
2019.7.18,26.9,23.3,32.1,0,65,3,3.2,5:24,31.307
2019.7.19,28.6,22.8,35,0,61.3,4,9.8,5:25,34.418
2019.7.20,28,25.1,31.9,1.1,66.9,5,1.2,5:26,36.341
2019.7.21,25.1,24.2,27,6.2,87.1,6,0.6,5:27,35.206
2019.7.22,26.7,24.2,31,0.1,74.6,0,6.1,5:27,34.697
2019.7.23,28.1,24.4,32.9,0,70.8,1,4,5:28,36.344
2019.7.24,26.5,25.2,27.2,1,82.3,2,0,5:29,36.061
2019.7.25,26.3,25.6,27.4,9.7,90.1,3,0,5:30,36.77
2019.7.26,25.1,23.7,25.9,60,95.3,4,0,5:30,35.699
2019.7.27,28.4,24.9,33.4,0.6,76.6,5,4.7,5:31,38.804
2019.7.28,26.1,25,28.2,25.6,88.3,6,0,5:32,36.794
2019.7.29,27.5,25.6,30,0.5,74.5,0,2.6,5:33,35.036
2019.7.30,28.1,26.3,30.8,1.2,75.3,1,1.6,5:34,36.355
2019.7.31,25.8,24,27.5,62.3,91.1,2,0,5:35,35.429
2019.8.1,26.3,23.5,30.1,26.9,86.4,3,4.9,5:35,36.123
2019.8.2,28.4,24.7,33.1,0,74.6,4,8.3,5:36,38.864
2019.8.3,29.4,25.6,36,3,69,5,10.6,5:37,42.522
2019.8.4,28.3,25,34.4,8.6,75.9,6,8.6,5:38,43.725
2019.8.5,30.5,25.6,35.9,0,65.5,0,11.2,5:39,45.355
2019.8.6,31.6,27.9,36.8,0,51.4,1,9.9,5:40,47.131
2019.8.7,26.9,23.9,30.3,8,78.1,2,1.9,5:40,41.043
2019.8.8,28.9,25.9,32.7,0,71.4,3,7.5,5:41,42.846
2019.8.9,29.8,26,34.6,0,69,4,10.8,5:42,43.934
2019.8.10,31.5,26.6,36.5,0,57.9,5,11.6,5:43,48.973
2019.8.11,30.4,26.3,35.7,6.7,53.6,6,9.8,5:44,47.859
2019.8.12,26.6,24.8,28.5,56.2,91.8,0,0.3,5:45,41.779
2019.8.13,29.2,25.1,35.3,6.4,76.9,1,7.3,5:46,44.035
2019.8.14,30.4,25.9,35.7,0,63.9,2,9.2,5:46,45.25
2019.8.15,25.9,23.9,28.6,16.2,82,3,0.1,5:47,39.541
2019.8.16,25.9,23,29.5,0.1,74.5,4,7.5,5:48,34.975
2019.8.17,25.9,23.4,28.8,0,69.5,5,8.1,5:49,34.223
2019.8.18,25.6,22.6,30.7,0,66.5,6,10.7,5:50,32.997
2019.8.19,26.3,21.2,31.3,0,60.6,0,11.1,5:51,32.539
2019.8.20,28.2,23.2,32.8,0,56.3,1,10.5,5:52,34.432
2019.8.21,27,24.4,30.4,1.3,67.3,2,3.2,5:52,35.04
2019.8.22,26.9,23,31.4,0,66.5,3,10.7,5:53,34.346
2019.8.23,26.2,22.7,30.5,0,58.4,4,12,5:54,32.364
2019.8.24,24.1,21.5,27.3,0,60.9,5,3,5:55,30.667
2019.8.25,25,20.2,29.9,0,66.6,6,9.9,5:56,31.287
2019.8.26,26.4,21.5,32.1,0,63.8,0,9.2,5:57,31.308
2019.8.27,25.7,22.2,29.3,20,71.1,1,5.6,5:57,31.141
2019.8.28,26.1,23.6,30.2,0,66.2,2,3.4,5:58,31.184
2019.8.29,23.4,20.1,26.4,36.9,77.1,3,4.9,5:59,29.788
2019.8.30,22.6,19.5,27,0.2,66.3,4,8.8,6:00,27.611
2019.8.31,23.5,18.5,28.9,0,65,5,12.1,6:01,28.329
2019.9.1,23.7,19.2,27.8,0,64,6,6.9,6:02,29.011
2019.9.2,24.4,19.4,29.7,0,56.6,0,7.4,6:02,28.125
2019.9.3,24.1,22,28,0,67.6,1,2.9,6:03,28.172
2019.9.4,22.8,21.2,25.5,22.7,89,2,1.1,6:04,28.789
2019.9.5,23,21.5,27.6,36.4,91.4,3,1.5,6:05,29.303
2019.9.6,25.3,21.6,29.1,2.4,79.8,4,0.4,6:06,30.296
2019.9.7,25.7,22.6,29.5,2.8,72.9,5,0,6:07,33.788
2019.9.8,24.7,22.9,27.3,0,76.9,6,1.4,6:07,31.574
2019.9.9,25.1,22.4,28,0,74.3,0,2,6:08,30.054
2019.9.10,23.8,22.1,26.5,63.2,93.4,1,1,6:09,30.834
2019.9.11,24.3,20.4,28.7,7.6,71.4,2,6.9,6:10,29.427
2019.9.12,21,18.7,22.9,3.9,72.3,3,0,6:11,28.009
2019.9.13,23.3,18.3,29.3,0.1,60.4,4,10.9,6:12,26.002
2019.9.14,22.4,20.8,24.1,0.3,80,5,0.2,6:12,27.335
2019.9.15,24.2,19.5,30,0,70.4,6,10.6,6:13,29.035
2019.9.16,24.5,20.7,30.5,0,53,0,9.4,6:14,27.788
2019.9.17,23.5,18,29,0,41.6,1,10.6,6:15,26.813
2019.9.18,21,16,25.4,0,46,2,11.7,6:16,26.062
2019.9.19,19.5,13.6,26,0,46.5,3,10.2,6:17,25.25
2019.9.20,19.6,15.8,24.2,0,52.8,4,1.3,6:17,25.222
2019.9.21,19.6,18.3,22.1,0,60.3,5,0,6:18,26.234
2019.9.22,18.6,17.3,19.6,0.4,63.4,6,0,6:19,26.926
2019.9.23,20,16.9,24.6,0,51.1,0,9,6:20,25.009
2019.9.24,19.8,13.9,26.5,0,61.3,1,11.4,6:21,24.869
2019.9.25,20.9,14.8,27.4,0,64.4,2,8.8,6:22,25.189
2019.9.26,22.9,17.7,29,0,59.3,3,8.1,6:23,25.547
2019.9.27,22.9,19.6,27,0,57.5,4,3.5,6:23,25.737
2019.9.28,23.7,19.4,29.2,0,58.9,5,10.1,6:24,26.941
2019.9.29,22.6,17.9,28.6,0,60.6,6,11.1,6:25,27.356
2019.9.30,22.4,16.4,29.9,0,61,0,10.5,6:26,26.465
2019.10.1,23.1,17.6,28.2,0,67.1,1,7.5,6:27,26.748
2019.10.2,21.6,20,24.2,23.1,88,2,0,6:28,27.183
2019.10.3,22.4,19.8,27.3,4.6,73.4,3,6,6:29,27.572
2019.10.4,22.4,18,27.8,0,71.5,4,9.9,6:29,26.58
2019.10.5,18.7,14.7,21.9,0.6,72.6,5,2.3,6:30,26.419
2019.10.6,18.1,13.2,22.7,0,53.4,6,9.4,6:31,25.828
2019.10.7,14.8,13.3,17.9,25.4,92,0,0,6:32,25.796
2019.10.8,14.7,10.6,19.8,0,58.8,1,10.3,6:33,24.506
2019.10.9,13.6,7.7,20.4,0,48.3,2,10.6,6:34,25.361
2019.10.10,15.2,10.7,19.8,0,60.9,3,1.1,6:35,24.895
2019.10.11,18.8,13,26.1,0,60,4,10.3,6:36,24.686
2019.10.12,17.9,13.3,23.3,0,49.3,5,10.5,6:37,24.426
2019.10.13,17.2,12.1,23.8,0,52.6,6,10.6,6:38,25.304
2019.10.14,14.4,9.5,19.6,0,56.9,0,10.1,6:39,24.012
2019.10.15,14.5,8.8,20.4,0,55.6,1,7.7,6:39,26.448
2019.10.16,14.6,9,20.8,0,58.3,2,9.8,6:40,26.601
2019.10.17,15.4,11.2,21.6,0,56,3,7.4,6:41,26.502
2019.10.18,17,12,22.7,0,58.3,4,8,6:42,26.447
2019.10.19,17,12.1,23.1,0,63.8,5,10.2,6:43,27.133
2019.10.20,16.5,12,22.9,0,70.3,6,9.3,6:44,27.796
2019.10.21,17.1,10.9,24.6,0,61,0,9.6,6:45,26.826
2019.10.22,18.1,13.3,24.4,0,56.1,1,9.1,6:46,26.679
2019.10.23,17,14.3,20.7,0,57.3,2,0.7,6:47,26.841
2019.10.24,18.3,15.3,23.8,0,47.6,3,6.6,6:48,26.472
2019.10.25,16.7,13.1,22,0,58,4,7.1,6:49,26.129
2019.10.26,10,6.6,14.9,0,60,5,8.7,6:50,26.729
2019.10.27,11,4.7,17.4,0,59,6,9.8,6:51,27.237
2019.10.28,12.9,7.4,17.7,1.7,65.9,0,7.3,6:52,26.485
2019.10.29,12.5,8.2,17.6,0.1,61,1,9,6:53,26.217
2019.10.30,11.2,5,17.7,0,60.3,2,9.6,6:54,26.147
2019.10.31,14.8,8.4,19.7,0,73.8,3,8,6:55,26.173
2019.11.1,14.9,11.4,20.5,0,57.9,4,9.5,,26.149
2019.11.2,13.6,8.3,18.7,0,57.3,5,3.3,,27.008
2019.11.3,14.7,9.4,22.1,0,57.8,6,7.8,,27.369
2019.11.4,13.8,9.2,20.3,0,57.8,0,9.7,,26.314
2019.11.5,12.4,8.4,18.4,0,65.1,1,8,,26.162
2019.11.6,11,6.3,16.5,0,63.6,2,7.5,,26.325
2019.11.7,9.2,5,13.6,0,42.8,3,9.5,,26.411
2019.11.8,6.8,1.1,13,0,31.4,4,9.7,,26.551
2019.11.9,9.5,3.5,17.2,0,41.4,5,9.7,,27.223
2019.11.10,10,6.2,15.3,11.8,59.6,6,3.3,,28.149
2019.11.11,11.2,7.9,15.1,1.1,71.6,0,7.2,,26.947
2019.11.12,9.3,4.8,14.5,0,63.6,1,5.7,,26.696
2019.11.13,7.2,3,11.3,7.5,72.3,2,0,,27.772
2019.11.14,1.3,-2.5,5,0,30.6,3,9.7,,27.539
2019.11.15,5.6,1.4,7.6,18.8,87.4,4,0.1,,27.607
2019.11.16,6.8,3.8,12.7,0,81.3,5,5.6,,27.509
2019.11.17,8.3,5.6,10.5,21.1,79.4,6,0,,28.955
2019.11.18,4.6,0.4,12.7,14.7,59.8,0,8,,27.489
2019.11.19,0.2,-3.5,4,0,48,1,9.4,,27.603
2019.11.20,0.5,-4.6,6.3,0,35.5,2,9.4,,27.555
2019.11.21,4.2,-2.3,9,0,37.4,3,5.7,,27.405
2019.11.22,9.7,3,17.3,0,34.1,4,9,,26.763
2019.11.23,12.1,7.7,17.7,0,52,5,8,,27.146
2019.11.24,9.8,4.6,15.6,3.8,74.6,6,1.8,,28.338
2019.11.25,1.9,-1.2,6,0,62.1,0,5.8,,27.372
2019.11.26,6.6,1.2,13.7,0,64,1,7.9,,27.237
2019.11.27,3.1,0.3,6.8,0,50.8,2,8.3,,27.169
2019.11.28,3.5,-0.6,10.4,0,52.4,3,9,,27.177
2019.11.29,1.5,-3.4,6.9,0,42.8,4,9.3,,26.54
2019.11.30,4.1,-1.4,9.3,0,42.6,5,5.3,,27.743
2019.12.1,4.6,2.3,6.2,3.3,79.4,6,0,,28.853
2019.12.2,-0.1,-3.2,2.8,0,48,0,8.8,,27.705
2019.12.3,0.5,-5,4.2,0.6,61.3,1,3.1,,27.989
2019.12.4,2,-2,7.2,0,41.6,2,8.7,,27.53
2019.12.5,-4.4,-8.5,-0.2,0,31.9,3,9.2,,28.398
2019.12.6,-5.9,-10.6,-1,0,34.5,4,9.3,,28.759
2019.12.7,-2.4,-5.5,1.2,0.1,65,5,1.1,,29.769
2019.12.8,-0.9,-5.5,4.9,0,65.1,6,8.9,,29.454
2019.12.9,3.2,-1.3,8,0,56.8,0,1.4,,28.599
2019.12.10,8.1,6,10.8,1.7,82.3,1,2,,27.819
2019.12.11,6.3,0.1,9.8,0.2,62,2,5.2,,27.909
2019.12.12,-0.7,-3.5,3.4,0,45.4,3,9.1,,28.137
2019.12.13,2.1,-3.7,5.9,1,53.6,4,3.4,,27.987
2019.12.14,2.7,-0.1,6.4,0,58.3,5,8.3,,28.293
2019.12.15,5.3,0.4,11,0,52.5,6,7.3,,28.611
2019.12.16,7.8,2.1,12.9,0,58.9,0,6.6,,27.522
2019.12.17,7.7,3.2,10.2,9.8,81.4,1,0,,27.531
2019.12.18,0.8,-1.7,5.2,0,64.6,2,8.4,,27.295
2019.12.19,-0.8,-4.5,3.1,0,47.8,3,8.5,,27.379
2019.12.20,-1.1,-3.5,2,0,45.3,4,8.9,,27.372
2019.12.21,-1.2,-5.1,1.5,0.6,68.1,5,1.9,,28.683
2019.12.22,4.1,0.3,8.4,0.3,63.4,6,5.2,,28.308
2019.12.23,3.4,0.3,5.2,2.9,80.4,0,2.4,,27.622
2019.12.24,0.8,-2.9,6.5,0,67.9,1,8,,26.908
2019.12.25,2,-2.7,6.6,0,60.8,2,3.3,,27.329
2019.12.26,2,-2.4,4.1,0.3,59,3,1.3,,25.596
2019.12.27,-1.7,-4.6,2.6,0,45.4,4,9,,47.365
2019.12.28,1.1,-3.6,6.1,0,47.6,5,5.8,,47.834
2019.12.29,3.8,1.1,6.2,1.4,52.5,6,0,,48.133
2019.12.30,2.7,-5.7,6.8,0.4,70.3,0,0,,47.547
2019.12.31,-7.9,-10.9,-4.5,0,39.3,1,9.1,,26.326
2020.1.1,-2.2,-6.5,0.3,0.1,64.4,2,0.8,,28.549
2020.1.2,1,-0.7,3.8,0,65.4,3,0,,27.635
2020.1.3,-0.1,-3.4,4.6,0,56.9,4,8.8,,26.905
2020.1.4,1.2,-2.8,6.1,0,50.8,5,7.9,,27.272
2020.1.5,1.3,-3.2,6.6,0,45.6,6,7.1,,27.467
2020.1.6,3.1,0.6,4.6,1.8,65.4,0,0,,27.276
2020.1.7,6.3,4.2,7.7,46.3,95,1,0,,26.934
2020.1.8,2.4,-0.4,8.9,11.6,86.1,2,0,,26.546
2020.1.9,-1.2,-3.1,2,0,65.3,3,8.7,,25.897
2020.1.10,-0.6,-4.3,4.2,0,62.9,4,7.5,,25.432
2020.1.11,-0.1,-2.6,3.9,0,60.9,5,8.1,,25.889
2020.1.12,-1,-3.5,2.8,0,61.5,6,8.6,,26.271
2020.1.13,-2.9,-4.7,0.2,0,51,0,8.1,,25.81
2020.1.14,-2.3,-5.7,2.6,0,45.3,1,8.5,,20.903
2020.1.15,-2.7,-6.4,2.2,0,44.8,2,9.2,,21.065
2020.1.16,-1.7,-5.5,3.2,0,43,3,8.3,,25.715
2020.1.17,-0.6,-4.8,4.9,0,43.9,4,7.6,,25.569
2020.1.18,0.3,-4.1,5.9,0,48.1,5,9.1,,25.864
2020.1.19,1.9,-0.4,5.3,0.6,62.8,6,4.8,,26.391
2020.1.20,0.7,-3.3,5.5,0,46.8,0,8.7,,25.476
2020.1.21,-0.4,-5.6,5.5,0,36.9,1,9.2,,25.344
2020.1.22,3,-0.1,7.8,0,36,2,3.7,,25.401
2020.1.23,4.6,0,9.9,0,49.3,3,8.8,,24.973
2020.1.24,2.8,-1.3,7.4,0,63,4,8.8,,24.884
2020.1.25,4.3,0.6,8.8,0,63.1,5,3.6,,23.224
2020.1.26,5.5,-0.2,11.9,0,56.3,6,7.3,,23.709
2020.1.27,5.9,4.8,7.5,0.1,48.1,0,0,,25.545
2020.1.28,6.8,4.3,9.9,0,49.4,1,0,,24.917
2020.1.29,6,3.2,9.6,0,46.4,2,3.1,,24.393
2020.1.30,5.2,1.4,10.4,0,47,3,5.5,,24.277
2020.1.31,3.9,1.4,8.9,0,59.6,4,6.1,,24.387
2020.2.1,2.6,-1.2,7.6,0,66.6,5,5.3,,25.431
2020.2.2,1.5,-2.1,5.3,0,52.3,6,4.8,,25.78
2020.2.3,-0.4,-2.9,3,0,43.6,0,9.6,,24.952
2020.2.4,-1.6,-6,3.9,1.7,50.3,1,6.4,,25.283
2020.2.5,-8.3,-11,-4.9,0,37.3,2,9.7,,25.77
2020.2.6,-6.4,-11.8,0.4,0,36.4,3,9.7,,25.519
2020.2.7,-1.7,-7.2,2.2,0,45.1,4,6.1,,25.081
2020.2.8,-0.1,-2.3,3.7,0,48.1,5,9.6,,25.32
2020.2.9,-0.5,-5.6,4.1,0,51.1,6,9.6,,25.294
2020.2.10,4,-0.7,9.6,0,49.4,0,9.7,,24.063
2020.2.11,6.8,-0.5,14.6,0,37,1,7.6,,23.491
